ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh,Avg_Brightness_Value,Day_Night_Label
2993_Norman_Niles_#1_exit_rating,2993,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-21-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.45,Night
2994_Norman_Niles_#1_entry_rating,2994,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-22-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.97,Night
2994_Norman_Niles_#1_exit_rating,2994,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-22-45.mp4,1,5.59,5.59,5.59,0.0,0.0,70.97,Night
2995_Norman_Niles_#1_entry_rating,2995,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-23-45.mp4,1,2.6,2.6,2.6,0.0,0.0,70.72,Night
2995_Norman_Niles_#1_exit_rating,2995,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-23-45.mp4,1,7.85,7.85,7.85,0.0,0.0,70.72,Night
2996_Norman_Niles_#1_entry_rating,2996,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-24-45.mp4,1,6.32,6.32,6.32,0.0,0.0,70.56,Night
2996_Norman_Niles_#1_exit_rating,2996,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-24-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.56,Night
2997_Norman_Niles_#1_entry_rating,2997,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-25-45.mp4,1,3.87,3.87,3.87,0.0,0.0,70.7,Night
2997_Norman_Niles_#1_exit_rating,2997,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-25-45.mp4,5,5.66,6.32,3.86,2.46,1.02,70.7,Night
2998_Norman_Niles_#1_entry_rating,2998,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-26-45.mp4,1,6.55,6.55,6.55,0.0,0.0,70.62,Night
2998_Norman_Niles_#1_exit_rating,2998,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-26-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.62,Night
2999_Norman_Niles_#1_entry_rating,2999,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-27-45.mp4,1,7.35,7.35,7.35,0.0,0.0,70.38,Night
2999_Norman_Niles_#1_exit_rating,2999,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-27-45.mp4,1,4.43,4.43,4.43,0.0,0.0,70.38,Night
3000_Norman_Niles_#1_entry_rating,3000,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-28-45.mp4,2,5.18,6.11,4.25,1.86,1.32,70.83,Night
3000_Norman_Niles_#1_exit_rating,3000,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-28-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.83,Night
3001_Norman_Niles_#1_entry_rating,3001,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-29-45.mp4,1,7.4,7.4,7.4,0.0,0.0,70.4,Night
3001_Norman_Niles_#1_exit_rating,3001,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-29-45.mp4,1,5.66,5.66,5.66,0.0,0.0,70.4,Night
3002_Norman_Niles_#1_entry_rating,3002,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-30-45.mp4,1,8.15,8.15,8.15,0.0,0.0,70.68,Night
3002_Norman_Niles_#1_exit_rating,3002,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-30-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.68,Night
3003_Norman_Niles_#1_entry_rating,3003,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-31-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.67,Night
3003_Norman_Niles_#1_exit_rating,3003,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-31-45.mp4,2,4.97,5.69,4.26,1.42,1.01,70.67,Night
3004_Norman_Niles_#1_entry_rating,3004,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-32-45.mp4,2,6.98,11.8,2.15,9.65,6.82,71.37,Night
3004_Norman_Niles_#1_exit_rating,3004,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-32-45.mp4,1,5.28,5.28,5.28,0.0,0.0,71.37,Night
3005_Norman_Niles_#1_entry_rating,3005,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-33-45.mp4,1,3.66,3.66,3.66,0.0,0.0,70.95,Night
3005_Norman_Niles_#1_exit_rating,3005,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-33-45.mp4,1,4.9,4.9,4.9,0.0,0.0,70.95,Night
3006_Norman_Niles_#1_entry_rating,3006,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-34-45.mp4,1,7.93,7.93,7.93,0.0,0.0,70.65,Night
3006_Norman_Niles_#1_exit_rating,3006,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-34-45.mp4,3,6.09,6.97,4.69,2.28,1.23,70.65,Night
3007_Norman_Niles_#1_entry_rating,3007,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-35-45.mp4,2,5.53,6.02,5.03,0.99,0.7,70.61,Night
3007_Norman_Niles_#1_exit_rating,3007,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-35-45.mp4,1,5.17,5.17,5.17,0.0,0.0,70.61,Night
3008_Norman_Niles_#1_entry_rating,3008,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-36-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.55,Night
3008_Norman_Niles_#1_exit_rating,3008,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-36-45.mp4,2,5.01,5.59,4.42,1.17,0.83,70.55,Night
3009_Norman_Niles_#1_entry_rating,3009,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-37-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.61,Night
3009_Norman_Niles_#1_exit_rating,3009,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-37-45.mp4,3,3.96,5.55,1.43,4.11,2.21,70.61,Night
3010_Norman_Niles_#1_entry_rating,3010,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-38-45.mp4,1,5.1,5.1,5.1,0.0,0.0,71.27,Night
3010_Norman_Niles_#1_exit_rating,3010,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-38-45.mp4,2,5.8,6.24,5.36,0.89,0.63,71.27,Night
3011_Norman_Niles_#1_entry_rating,3011,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-39-45.mp4,2,9.16,12.54,5.79,6.75,4.77,70.53,Night
3011_Norman_Niles_#1_exit_rating,3011,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-39-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.53,Night
3012_Norman_Niles_#1_entry_rating,3012,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-40-45.mp4,0,0.0,0.0,0.0,0.0,0.0,70.73,Night
3012_Norman_Niles_#1_exit_rating,3012,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-40-45.mp4,5,5.83,7.68,4.71,2.98,1.22,70.73,Night
3013_Norman_Niles_#1_entry_rating,3013,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-41-45.mp4,2,5.15,6.35,3.96,2.39,1.69,70.71,Night
3013_Norman_Niles_#1_exit_rating,3013,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-41-45.mp4,1,5.04,5.04,5.04,0.0,0.0,70.71,Night
3014_Norman_Niles_#1_entry_rating,3014,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-42-45.mp4,1,5.19,5.19,5.19,0.0,0.0,73.66,Night
3014_Norman_Niles_#1_exit_rating,3014,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-42-45.mp4,3,6.42,7.25,5.85,1.4,0.74,73.66,Night
3015_Norman_Niles_#1_entry_rating,3015,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-43-45.mp4,1,7.16,7.16,7.16,0.0,0.0,70.43,Night
3015_Norman_Niles_#1_exit_rating,3015,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-43-45.mp4,5,6.11,8.31,3.99,4.32,1.58,70.43,Night
3016_Norman_Niles_#1_entry_rating,3016,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-44-45.mp4,2,7.2,8.41,5.99,2.42,1.71,70.51,Night
3016_Norman_Niles_#1_exit_rating,3016,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-44-45.mp4,1,6.63,6.63,6.63,0.0,0.0,70.51,Night
3017_Norman_Niles_#1_entry_rating,3017,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-45-45.mp4,2,4.71,6.09,3.33,2.76,1.96,71.46,Night
3017_Norman_Niles_#1_exit_rating,3017,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-45-45.mp4,2,4.63,5.59,3.67,1.93,1.36,71.46,Night
3018_Norman_Niles_#1_entry_rating,3018,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-46-45.mp4,3,4.86,5.78,4.21,1.57,0.82,71.42,Night
3018_Norman_Niles_#1_exit_rating,3018,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-46-45.mp4,1,5.83,5.83,5.83,0.0,0.0,71.42,Night
3019_Norman_Niles_#1_entry_rating,3019,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-47-45.mp4,2,9.83,11.62,8.03,3.59,2.54,70.82,Night
3019_Norman_Niles_#1_exit_rating,3019,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-47-45.mp4,3,6.96,9.56,4.48,5.08,2.54,70.82,Night
3020_Norman_Niles_#1_entry_rating,3020,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-48-45.mp4,1,7.12,7.12,7.12,0.0,0.0,70.89,Night
3020_Norman_Niles_#1_exit_rating,3020,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-48-45.mp4,7,5.31,6.43,1.32,5.11,1.81,70.89,Night
3021_Norman_Niles_#1_entry_rating,3021,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-08-49-45.mp4,3,4.73,6.97,1.91,5.06,2.58,71.35,Night
3021_Norman_Niles_#1_exit_rating,3021,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-08-49-45.mp4,3,6.47,6.75,6.25,0.5,0.26,71.35,Night
3291_Norman_Niles_#1_entry_rating,3291,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-21-45.mp4,23,1.97,6.16,0.36,5.8,1.46,163.87,Day
3291_Norman_Niles_#1_exit_rating,3291,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-21-45.mp4,23,6.17,10.77,1.4,9.37,2.79,163.87,Day
3292_Norman_Niles_#1_entry_rating,3292,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-22-45.mp4,24,2.15,9.17,0.13,9.03,1.97,162.92,Day
3292_Norman_Niles_#1_exit_rating,3292,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-22-45.mp4,19,5.94,12.87,0.78,12.1,2.52,162.92,Day
3293_Norman_Niles_#1_entry_rating,3293,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-23-45.mp4,22,1.9,5.52,0.41,5.11,1.53,162.65,Day
3293_Norman_Niles_#1_exit_rating,3293,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-23-45.mp4,22,5.43,10.84,2.15,8.69,1.95,162.65,Day
3294_Norman_Niles_#1_entry_rating,3294,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-24-45.mp4,27,2.71,11.18,0.3,10.87,2.39,160.92,Day
3294_Norman_Niles_#1_exit_rating,3294,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-24-45.mp4,21,5.75,10.99,0.73,10.27,2.51,160.92,Day
3295_Norman_Niles_#1_entry_rating,3295,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-25-45.mp4,32,2.86,12.38,0.54,11.84,2.85,143.36,Day
3295_Norman_Niles_#1_exit_rating,3295,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-25-45.mp4,16,7.43,16.09,2.83,13.25,4.0,143.36,Day
3296_Norman_Niles_#1_entry_rating,3296,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-26-45.mp4,30,2.59,14.71,0.13,14.58,3.49,146.09,Day
3296_Norman_Niles_#1_exit_rating,3296,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-26-45.mp4,22,6.78,10.9,1.71,9.19,2.62,146.09,Day
3297_Norman_Niles_#1_entry_rating,3297,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-27-45.mp4,30,2.36,6.31,0.09,6.22,1.81,160.45,Day
3297_Norman_Niles_#1_exit_rating,3297,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-27-45.mp4,17,7.62,16.34,2.91,13.43,3.22,160.45,Day
3298_Norman_Niles_#1_entry_rating,3298,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-28-45.mp4,20,3.17,12.54,0.59,11.95,3.66,166.11,Day
3298_Norman_Niles_#1_exit_rating,3298,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-28-45.mp4,23,5.6,9.89,1.74,8.15,2.4,166.11,Day
3299_Norman_Niles_#1_entry_rating,3299,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-29-45.mp4,27,3.19,14.66,0.44,14.22,3.53,156.58,Day
3299_Norman_Niles_#1_exit_rating,3299,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-29-45.mp4,28,5.96,10.12,0.97,9.15,2.3,156.58,Day
3300_Norman_Niles_#1_entry_rating,3300,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-30-45.mp4,22,2.72,11.26,0.38,10.87,2.75,166.18,Day
3300_Norman_Niles_#1_exit_rating,3300,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-30-45.mp4,20,5.54,8.98,1.61,7.37,1.98,166.18,Day
3301_Norman_Niles_#1_entry_rating,3301,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-31-45.mp4,28,2.27,9.25,0.3,8.94,1.98,161.71,Day
3301_Norman_Niles_#1_exit_rating,3301,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-31-45.mp4,20,6.66,11.22,0.19,11.03,2.76,161.71,Day
3302_Norman_Niles_#1_entry_rating,3302,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-32-45.mp4,29,1.19,3.15,0.24,2.91,0.74,165.22,Day
3302_Norman_Niles_#1_exit_rating,3302,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-32-45.mp4,14,5.65,9.55,0.15,9.4,3.13,165.22,Day
3303_Norman_Niles_#1_entry_rating,3303,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-33-45.mp4,34,2.38,12.93,0.31,12.62,2.84,166.4,Day
3303_Norman_Niles_#1_exit_rating,3303,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-33-45.mp4,26,5.37,10.11,0.69,9.41,2.37,166.4,Day
3304_Norman_Niles_#1_entry_rating,3304,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-34-45.mp4,28,3.08,13.37,0.56,12.8,3.29,165.36,Day
3304_Norman_Niles_#1_exit_rating,3304,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-34-45.mp4,15,6.11,12.62,2.99,9.64,2.55,165.36,Day
3305_Norman_Niles_#1_entry_rating,3305,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-35-45.mp4,29,1.91,4.82,0.41,4.41,1.46,162.89,Day
3305_Norman_Niles_#1_exit_rating,3305,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-35-45.mp4,21,6.51,12.31,0.88,11.43,2.46,162.89,Day
3306_Norman_Niles_#1_entry_rating,3306,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-36-45.mp4,27,2.55,12.3,0.17,12.13,2.78,165.48,Day
3306_Norman_Niles_#1_exit_rating,3306,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-36-45.mp4,20,6.03,12.22,0.45,11.77,3.64,165.48,Day
3307_Norman_Niles_#1_entry_rating,3307,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-37-45.mp4,34,3.12,12.59,0.41,12.18,3.71,151.91,Day
3307_Norman_Niles_#1_exit_rating,3307,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-37-45.mp4,22,5.68,10.45,0.79,9.67,3.15,151.91,Day
3308_Norman_Niles_#1_entry_rating,3308,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-38-45.mp4,35,2.58,10.14,0.26,9.88,2.34,152.83,Day
3308_Norman_Niles_#1_exit_rating,3308,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-38-45.mp4,22,6.53,11.54,0.35,11.19,2.79,152.83,Day
3309_Norman_Niles_#1_entry_rating,3309,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-39-45.mp4,34,2.4,8.31,0.25,8.05,1.88,166.15,Day
3309_Norman_Niles_#1_exit_rating,3309,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-39-45.mp4,18,6.23,9.58,2.19,7.39,2.23,166.15,Day
3310_Norman_Niles_#1_entry_rating,3310,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-40-45.mp4,39,2.45,12.98,0.48,12.5,2.28,164.32,Day
3310_Norman_Niles_#1_exit_rating,3310,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-40-45.mp4,21,6.08,10.24,1.31,8.93,1.84,164.32,Day
3311_Norman_Niles_#1_entry_rating,3311,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-41-45.mp4,23,2.84,11.3,0.32,10.98,3.05,146.98,Day
3311_Norman_Niles_#1_exit_rating,3311,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-41-45.mp4,18,6.3,9.1,3.77,5.34,1.63,146.98,Day
3312_Norman_Niles_#1_entry_rating,3312,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-42-45.mp4,25,1.44,3.65,0.21,3.44,1.01,153.54,Day
3312_Norman_Niles_#1_exit_rating,3312,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-42-45.mp4,19,6.05,10.8,2.18,8.62,2.68,153.54,Day
3313_Norman_Niles_#1_entry_rating,3313,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-43-45.mp4,24,3.41,13.07,0.75,12.32,2.73,166.19,Day
3313_Norman_Niles_#1_exit_rating,3313,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-43-45.mp4,26,5.25,8.08,1.91,6.17,1.23,166.19,Day
3314_Norman_Niles_#1_entry_rating,3314,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-44-45.mp4,30,2.62,13.33,0.33,13.0,2.98,165.9,Day
3314_Norman_Niles_#1_exit_rating,3314,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-44-45.mp4,22,5.97,11.06,1.76,9.3,2.61,165.9,Day
3315_Norman_Niles_#1_entry_rating,3315,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-45-45.mp4,32,1.99,13.29,0.09,13.2,2.45,164.91,Day
3315_Norman_Niles_#1_exit_rating,3315,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-45-45.mp4,30,6.51,11.21,2.14,9.08,2.38,164.91,Day
3316_Norman_Niles_#1_entry_rating,3316,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-46-45.mp4,29,1.66,3.5,0.3,3.2,0.85,164.73,Day
3316_Norman_Niles_#1_exit_rating,3316,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-46-45.mp4,23,6.06,10.95,1.72,9.23,2.4,164.73,Day
3317_Norman_Niles_#1_entry_rating,3317,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-47-45.mp4,28,2.07,6.38,0.4,5.98,1.42,164.74,Day
3317_Norman_Niles_#1_exit_rating,3317,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-47-45.mp4,23,5.72,12.87,0.56,12.31,2.77,164.74,Day
3318_Norman_Niles_#1_entry_rating,3318,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-48-45.mp4,27,2.36,12.17,0.13,12.04,2.83,164.39,Day
3318_Norman_Niles_#1_exit_rating,3318,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-48-45.mp4,19,5.23,9.31,1.49,7.82,2.35,164.39,Day
3319_Norman_Niles_#1_entry_rating,3319,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-49-45.mp4,38,2.53,12.68,0.15,12.53,3.08,164.7,Day
3319_Norman_Niles_#1_exit_rating,3319,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-49-45.mp4,22,5.51,9.47,0.76,8.72,2.4,164.7,Day
3320_Norman_Niles_#1_entry_rating,3320,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-50-45.mp4,34,2.33,11.73,0.33,11.4,2.22,164.14,Day
3320_Norman_Niles_#1_exit_rating,3320,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-50-45.mp4,28,4.55,14.5,0.36,14.14,3.14,164.14,Day
3321_Norman_Niles_#1_entry_rating,3321,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-51-45.mp4,31,1.84,10.61,0.16,10.45,1.92,165.75,Day
3321_Norman_Niles_#1_exit_rating,3321,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-51-45.mp4,16,5.46,10.24,0.91,9.33,2.17,165.75,Day
3322_Norman_Niles_#1_entry_rating,3322,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-52-45.mp4,34,2.11,12.76,0.11,12.66,2.32,165.17,Day
3322_Norman_Niles_#1_exit_rating,3322,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-52-45.mp4,23,6.22,11.85,0.3,11.55,3.09,165.17,Day
3323_Norman_Niles_#1_entry_rating,3323,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-53-45.mp4,36,2.82,13.07,0.33,12.74,2.96,165.49,Day
3323_Norman_Niles_#1_exit_rating,3323,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-53-45.mp4,25,5.34,8.65,0.79,7.86,1.85,165.49,Day
3324_Norman_Niles_#1_entry_rating,3324,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-54-45.mp4,35,2.91,12.84,0.35,12.49,2.6,166.31,Day
3324_Norman_Niles_#1_exit_rating,3324,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-54-45.mp4,17,5.93,11.7,0.76,10.94,2.57,166.31,Day
3325_Norman_Niles_#1_entry_rating,3325,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-55-45.mp4,31,2.01,10.98,0.39,10.58,2.52,166.59,Day
3325_Norman_Niles_#1_exit_rating,3325,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-55-45.mp4,18,6.09,11.44,1.77,9.67,3.0,166.59,Day
3326_Norman_Niles_#1_entry_rating,3326,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-56-45.mp4,22,1.35,3.75,0.3,3.45,0.95,165.38,Day
3326_Norman_Niles_#1_exit_rating,3326,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-56-45.mp4,17,5.93,10.03,2.0,8.03,2.36,165.38,Day
3327_Norman_Niles_#1_entry_rating,3327,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-57-45.mp4,28,1.86,8.67,0.29,8.38,1.82,166.47,Day
3327_Norman_Niles_#1_exit_rating,3327,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-57-45.mp4,23,5.63,9.04,1.51,7.54,1.88,166.47,Day
3328_Norman_Niles_#1_entry_rating,3328,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-58-45.mp4,34,2.81,13.36,0.11,13.25,2.96,166.03,Day
3328_Norman_Niles_#1_exit_rating,3328,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-58-45.mp4,16,5.43,9.04,1.68,7.36,1.87,166.03,Day
3329_Norman_Niles_#1_entry_rating,3329,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-13-59-45.mp4,41,2.56,12.66,0.44,12.22,2.26,145.98,Day
3329_Norman_Niles_#1_exit_rating,3329,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-13-59-45.mp4,26,6.67,14.01,0.41,13.61,3.23,145.98,Day
3330_Norman_Niles_#1_entry_rating,3330,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-14-00-45.mp4,18,2.41,10.17,0.76,9.41,2.38,147.28,Day
3330_Norman_Niles_#1_exit_rating,3330,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-14-00-45.mp4,33,6.06,11.14,1.75,9.39,2.47,147.28,Day
3331_Norman_Niles_#1_entry_rating,3331,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-14-01-45.mp4,32,1.45,5.72,0.15,5.57,1.25,166.07,Day
3331_Norman_Niles_#1_exit_rating,3331,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-14-01-45.mp4,29,5.1,9.33,0.44,8.9,2.17,166.07,Day
3332_Norman_Niles_#1_entry_rating,3332,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-14-02-45.mp4,39,2.82,13.58,0.25,13.34,3.22,155.2,Day
3332_Norman_Niles_#1_exit_rating,3332,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-14-02-45.mp4,21,5.7,13.25,0.57,12.69,2.81,155.2,Day
3502_Norman_Niles_#1_entry_rating,3502,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-17-02-45.mp4,27,3.03,12.07,0.16,11.9,3.26,167.88,Day
3502_Norman_Niles_#1_exit_rating,3502,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-17-02-45.mp4,23,7.43,12.05,1.4,10.64,2.79,167.88,Day
3503_Norman_Niles_#1_entry_rating,3503,Norman Niles #1,ENTRY,normanniles1/normanniles1_2025-10-24-17-03-45.mp4,32,2.47,11.69,0.23,11.45,2.85,165.37,Day
3503_Norman_Niles_#1_exit_rating,3503,Norman Niles #1,EXIT,normanniles1/normanniles1_2025-10-24-17-03-45.mp4,19,7.19,10.24,2.65,7.59,2.06,165.37,Day
