ID,time_segment_id,view_label,videos,Avg_Brightness_Value,Day_Night_Label
2921_Norman_Niles_#1,2921,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-09-45.mp4,70.63,Night
2922_Norman_Niles_#1,2922,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-10-45.mp4,70.1,Night
2923_Norman_Niles_#1,2923,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-11-45.mp4,70.14,Night
2924_Norman_Niles_#1,2924,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-12-45.mp4,70.23,Night
2925_Norman_Niles_#1,2925,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-13-45.mp4,70.37,Night
2926_Norman_Niles_#1,2926,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-14-45.mp4,70.43,Night
2927_Norman_Niles_#1,2927,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-15-45.mp4,70.63,Night
2928_Norman_Niles_#1,2928,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-16-45.mp4,69.94,Night
2929_Norman_Niles_#1,2929,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-17-45.mp4,70.65,Night
2930_Norman_Niles_#1,2930,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-18-45.mp4,70.76,Night
2931_Norman_Niles_#1,2931,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-19-45.mp4,70.19,Night
2932_Norman_Niles_#1,2932,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-20-45.mp4,70.48,Night
2933_Norman_Niles_#1,2933,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-21-45.mp4,70.05,Night
2934_Norman_Niles_#1,2934,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-22-45.mp4,70.25,Night
2935_Norman_Niles_#1,2935,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-23-45.mp4,70.05,Night
2936_Norman_Niles_#1,2936,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-24-45.mp4,70.11,Night
2937_Norman_Niles_#1,2937,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-25-45.mp4,70.24,Night
2938_Norman_Niles_#1,2938,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-26-45.mp4,70.34,Night
2939_Norman_Niles_#1,2939,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-27-45.mp4,69.93,Night
2940_Norman_Niles_#1,2940,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-28-45.mp4,70.28,Night
2941_Norman_Niles_#1,2941,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-29-45.mp4,70.15,Night
2942_Norman_Niles_#1,2942,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-30-45.mp4,70.47,Night
2967_Norman_Niles_#1,2967,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-55-45.mp4,70.38,Night
2968_Norman_Niles_#1,2968,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-56-45.mp4,70.54,Night
2969_Norman_Niles_#1,2969,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-57-45.mp4,71.18,Night
2970_Norman_Niles_#1,2970,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-58-45.mp4,70.15,Night
2971_Norman_Niles_#1,2971,Norman Niles #1,normanniles1/normanniles1_2025-10-24-07-59-45.mp4,70.49,Night
2972_Norman_Niles_#1,2972,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-00-45.mp4,70.41,Night
2973_Norman_Niles_#1,2973,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-01-45.mp4,70.28,Night
2974_Norman_Niles_#1,2974,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-02-45.mp4,70.5,Night
2975_Norman_Niles_#1,2975,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-03-45.mp4,70.93,Night
2976_Norman_Niles_#1,2976,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-04-45.mp4,70.73,Night
2977_Norman_Niles_#1,2977,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-05-45.mp4,70.52,Night
2978_Norman_Niles_#1,2978,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-06-45.mp4,70.57,Night
2979_Norman_Niles_#1,2979,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-07-45.mp4,70.18,Night
2980_Norman_Niles_#1,2980,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-08-45.mp4,70.74,Night
2981_Norman_Niles_#1,2981,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-09-45.mp4,70.94,Night
2982_Norman_Niles_#1,2982,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-10-45.mp4,70.97,Night
2983_Norman_Niles_#1,2983,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-11-45.mp4,70.69,Night
2984_Norman_Niles_#1,2984,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-12-45.mp4,70.6,Night
2985_Norman_Niles_#1,2985,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-13-45.mp4,70.9,Night
2986_Norman_Niles_#1,2986,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-14-45.mp4,71.45,Night
2987_Norman_Niles_#1,2987,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-15-45.mp4,70.49,Night
2988_Norman_Niles_#1,2988,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-16-45.mp4,70.45,Night
2989_Norman_Niles_#1,2989,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-17-45.mp4,70.54,Night
2990_Norman_Niles_#1,2990,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-18-45.mp4,70.45,Night
2991_Norman_Niles_#1,2991,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-19-45.mp4,70.71,Night
2992_Norman_Niles_#1,2992,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-20-45.mp4,70.73,Night
2993_Norman_Niles_#1,2993,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-21-45.mp4,70.45,Night
2994_Norman_Niles_#1,2994,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-22-45.mp4,70.97,Night
2995_Norman_Niles_#1,2995,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-23-45.mp4,70.72,Night
2996_Norman_Niles_#1,2996,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-24-45.mp4,70.56,Night
2997_Norman_Niles_#1,2997,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-25-45.mp4,70.7,Night
2998_Norman_Niles_#1,2998,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-26-45.mp4,70.62,Night
2999_Norman_Niles_#1,2999,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-27-45.mp4,70.38,Night
3000_Norman_Niles_#1,3000,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-28-45.mp4,70.83,Night
3001_Norman_Niles_#1,3001,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-29-45.mp4,70.4,Night
3002_Norman_Niles_#1,3002,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-30-45.mp4,70.68,Night
3003_Norman_Niles_#1,3003,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-31-45.mp4,70.67,Night
3004_Norman_Niles_#1,3004,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-32-45.mp4,71.37,Night
3005_Norman_Niles_#1,3005,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-33-45.mp4,70.95,Night
3006_Norman_Niles_#1,3006,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-34-45.mp4,70.65,Night
3007_Norman_Niles_#1,3007,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-35-45.mp4,70.61,Night
3008_Norman_Niles_#1,3008,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-36-45.mp4,70.55,Night
3009_Norman_Niles_#1,3009,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-37-45.mp4,70.61,Night
3010_Norman_Niles_#1,3010,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-38-45.mp4,71.27,Night
3011_Norman_Niles_#1,3011,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-39-45.mp4,70.53,Night
3012_Norman_Niles_#1,3012,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-40-45.mp4,70.73,Night
3013_Norman_Niles_#1,3013,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-41-45.mp4,70.71,Night
3014_Norman_Niles_#1,3014,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-42-45.mp4,73.66,Night
3015_Norman_Niles_#1,3015,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-43-45.mp4,70.43,Night
3016_Norman_Niles_#1,3016,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-44-45.mp4,70.51,Night
3017_Norman_Niles_#1,3017,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-45-45.mp4,71.46,Night
3018_Norman_Niles_#1,3018,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-46-45.mp4,71.42,Night
3019_Norman_Niles_#1,3019,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-47-45.mp4,70.82,Night
3020_Norman_Niles_#1,3020,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-48-45.mp4,70.89,Night
3021_Norman_Niles_#1,3021,Norman Niles #1,normanniles1/normanniles1_2025-10-24-08-49-45.mp4,71.35,Night
3291_Norman_Niles_#1,3291,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-21-45.mp4,163.87,Day
3292_Norman_Niles_#1,3292,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-22-45.mp4,162.92,Day
3293_Norman_Niles_#1,3293,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-23-45.mp4,162.65,Day
3294_Norman_Niles_#1,3294,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-24-45.mp4,160.92,Day
3295_Norman_Niles_#1,3295,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-25-45.mp4,143.36,Day
3296_Norman_Niles_#1,3296,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-26-45.mp4,146.09,Day
3297_Norman_Niles_#1,3297,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-27-45.mp4,160.45,Day
3298_Norman_Niles_#1,3298,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-28-45.mp4,166.11,Day
3299_Norman_Niles_#1,3299,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-29-45.mp4,156.58,Day
3300_Norman_Niles_#1,3300,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-30-45.mp4,166.18,Day
3301_Norman_Niles_#1,3301,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-31-45.mp4,161.71,Day
3302_Norman_Niles_#1,3302,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-32-45.mp4,165.22,Day
3303_Norman_Niles_#1,3303,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-33-45.mp4,166.4,Day
3304_Norman_Niles_#1,3304,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-34-45.mp4,165.36,Day
3305_Norman_Niles_#1,3305,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-35-45.mp4,162.89,Day
3306_Norman_Niles_#1,3306,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-36-45.mp4,165.48,Day
3307_Norman_Niles_#1,3307,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-37-45.mp4,151.91,Day
3308_Norman_Niles_#1,3308,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-38-45.mp4,152.83,Day
3309_Norman_Niles_#1,3309,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-39-45.mp4,166.15,Day
3310_Norman_Niles_#1,3310,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-40-45.mp4,164.32,Day
3311_Norman_Niles_#1,3311,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-41-45.mp4,146.98,Day
3312_Norman_Niles_#1,3312,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-42-45.mp4,153.54,Day
3313_Norman_Niles_#1,3313,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-43-45.mp4,166.19,Day
3314_Norman_Niles_#1,3314,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-44-45.mp4,165.9,Day
3315_Norman_Niles_#1,3315,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-45-45.mp4,164.91,Day
3316_Norman_Niles_#1,3316,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-46-45.mp4,164.73,Day
3317_Norman_Niles_#1,3317,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-47-45.mp4,164.74,Day
3318_Norman_Niles_#1,3318,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-48-45.mp4,164.39,Day
3319_Norman_Niles_#1,3319,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-49-45.mp4,164.7,Day
3320_Norman_Niles_#1,3320,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-50-45.mp4,164.14,Day
3321_Norman_Niles_#1,3321,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-51-45.mp4,165.75,Day
3322_Norman_Niles_#1,3322,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-52-45.mp4,165.17,Day
3323_Norman_Niles_#1,3323,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-53-45.mp4,165.49,Day
3324_Norman_Niles_#1,3324,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-54-45.mp4,166.31,Day
3325_Norman_Niles_#1,3325,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-55-45.mp4,166.59,Day
3326_Norman_Niles_#1,3326,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-56-45.mp4,165.38,Day
3327_Norman_Niles_#1,3327,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-57-45.mp4,166.47,Day
3328_Norman_Niles_#1,3328,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-58-45.mp4,166.03,Day
3329_Norman_Niles_#1,3329,Norman Niles #1,normanniles1/normanniles1_2025-10-24-13-59-45.mp4,145.98,Day
3330_Norman_Niles_#1,3330,Norman Niles #1,normanniles1/normanniles1_2025-10-24-14-00-45.mp4,147.28,Day
3331_Norman_Niles_#1,3331,Norman Niles #1,normanniles1/normanniles1_2025-10-24-14-01-45.mp4,166.07,Day
3332_Norman_Niles_#1,3332,Norman Niles #1,normanniles1/normanniles1_2025-10-24-14-02-45.mp4,155.2,Day
3502_Norman_Niles_#1,3502,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-02-45.mp4,167.88,Day
3503_Norman_Niles_#1,3503,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-03-45.mp4,165.37,Day
3504_Norman_Niles_#1,3504,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-04-45.mp4,160.61,Day
3505_Norman_Niles_#1,3505,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-05-45.mp4,165.64,Day
3506_Norman_Niles_#1,3506,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-06-45.mp4,163.05,Day
3507_Norman_Niles_#1,3507,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-07-45.mp4,167.88,Day
3508_Norman_Niles_#1,3508,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-08-45.mp4,167.29,Day
3509_Norman_Niles_#1,3509,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-09-45.mp4,167.18,Day
3510_Norman_Niles_#1,3510,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-10-45.mp4,168.09,Day
3511_Norman_Niles_#1,3511,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-11-45.mp4,168.29,Day
3512_Norman_Niles_#1,3512,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-12-45.mp4,167.97,Day
3513_Norman_Niles_#1,3513,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-13-45.mp4,163.28,Day
3514_Norman_Niles_#1,3514,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-14-45.mp4,167.54,Day
3515_Norman_Niles_#1,3515,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-15-45.mp4,150.18,Day
3516_Norman_Niles_#1,3516,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-16-45.mp4,166.76,Day
3517_Norman_Niles_#1,3517,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-17-45.mp4,162.37,Day
3518_Norman_Niles_#1,3518,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-18-45.mp4,151.58,Day
3519_Norman_Niles_#1,3519,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-19-45.mp4,168.19,Day
3520_Norman_Niles_#1,3520,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-20-45.mp4,158.76,Day
3521_Norman_Niles_#1,3521,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-21-45.mp4,167.18,Day
3522_Norman_Niles_#1,3522,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-22-45.mp4,168.05,Day
3523_Norman_Niles_#1,3523,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-23-45.mp4,168.25,Day
3524_Norman_Niles_#1,3524,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-24-45.mp4,167.85,Day
3525_Norman_Niles_#1,3525,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-25-45.mp4,167.94,Day
3526_Norman_Niles_#1,3526,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-26-45.mp4,162.02,Day
3527_Norman_Niles_#1,3527,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-27-45.mp4,168.13,Day
3528_Norman_Niles_#1,3528,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-28-45.mp4,167.25,Day
3529_Norman_Niles_#1,3529,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-29-45.mp4,167.31,Day
3530_Norman_Niles_#1,3530,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-30-45.mp4,167.07,Day
3531_Norman_Niles_#1,3531,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-31-45.mp4,167.96,Day
3532_Norman_Niles_#1,3532,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-32-45.mp4,164.69,Day
3533_Norman_Niles_#1,3533,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-33-45.mp4,162.34,Day
3534_Norman_Niles_#1,3534,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-34-45.mp4,166.88,Day
3535_Norman_Niles_#1,3535,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-35-45.mp4,168.87,Day
3536_Norman_Niles_#1,3536,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-36-45.mp4,168.85,Day
3537_Norman_Niles_#1,3537,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-37-45.mp4,150.87,Day
3538_Norman_Niles_#1,3538,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-38-45.mp4,149.5,Day
3539_Norman_Niles_#1,3539,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-39-45.mp4,149.93,Day
3540_Norman_Niles_#1,3540,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-40-45.mp4,150.05,Day
3541_Norman_Niles_#1,3541,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-41-45.mp4,167.64,Day
3542_Norman_Niles_#1,3542,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-42-45.mp4,166.39,Day
3543_Norman_Niles_#1,3543,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-43-45.mp4,155.74,Day
3544_Norman_Niles_#1,3544,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-44-45.mp4,148.02,Day
3545_Norman_Niles_#1,3545,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-45-45.mp4,163.89,Day
3546_Norman_Niles_#1,3546,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-46-45.mp4,167.31,Day
3547_Norman_Niles_#1,3547,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-47-45.mp4,168.02,Day
3548_Norman_Niles_#1,3548,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-48-45.mp4,149.27,Day
3549_Norman_Niles_#1,3549,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-49-45.mp4,145.65,Day
3550_Norman_Niles_#1,3550,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-50-45.mp4,150.12,Day
3551_Norman_Niles_#1,3551,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-51-45.mp4,157.19,Day
3552_Norman_Niles_#1,3552,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-52-45.mp4,164.72,Day
3553_Norman_Niles_#1,3553,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-53-45.mp4,166.44,Day
3554_Norman_Niles_#1,3554,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-54-45.mp4,166.05,Day
3555_Norman_Niles_#1,3555,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-55-45.mp4,147.97,Day
3556_Norman_Niles_#1,3556,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-56-45.mp4,149.81,Day
3557_Norman_Niles_#1,3557,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-57-45.mp4,166.09,Day
3558_Norman_Niles_#1,3558,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-58-45.mp4,165.74,Day
3559_Norman_Niles_#1,3559,Norman Niles #1,normanniles1/normanniles1_2025-10-24-17-59-45.mp4,166.1,Day
3575_Norman_Niles_#1,3575,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-15-45.mp4,71.57,Night
3576_Norman_Niles_#1,3576,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-16-45.mp4,71.15,Night
3577_Norman_Niles_#1,3577,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-17-45.mp4,71.7,Night
3578_Norman_Niles_#1,3578,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-18-45.mp4,71.19,Night
3579_Norman_Niles_#1,3579,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-19-45.mp4,70.85,Night
3580_Norman_Niles_#1,3580,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-20-45.mp4,71.52,Night
3581_Norman_Niles_#1,3581,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-21-45.mp4,71.38,Night
3582_Norman_Niles_#1,3582,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-22-45.mp4,72.38,Night
3583_Norman_Niles_#1,3583,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-23-45.mp4,71.52,Night
3584_Norman_Niles_#1,3584,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-24-45.mp4,71.3,Night
3585_Norman_Niles_#1,3585,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-25-45.mp4,71.06,Night
3586_Norman_Niles_#1,3586,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-26-45.mp4,72.03,Night
3587_Norman_Niles_#1,3587,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-27-45.mp4,71.34,Night
3588_Norman_Niles_#1,3588,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-28-45.mp4,71.17,Night
3589_Norman_Niles_#1,3589,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-29-45.mp4,71.57,Night
3590_Norman_Niles_#1,3590,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-30-45.mp4,71.02,Night
3591_Norman_Niles_#1,3591,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-31-45.mp4,71.11,Night
3592_Norman_Niles_#1,3592,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-32-45.mp4,71.56,Night
3593_Norman_Niles_#1,3593,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-33-45.mp4,71.0,Night
3594_Norman_Niles_#1,3594,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-34-45.mp4,71.67,Night
3595_Norman_Niles_#1,3595,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-35-45.mp4,71.09,Night
3596_Norman_Niles_#1,3596,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-36-45.mp4,71.07,Night
3597_Norman_Niles_#1,3597,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-37-45.mp4,71.05,Night
3598_Norman_Niles_#1,3598,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-38-45.mp4,70.89,Night
3599_Norman_Niles_#1,3599,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-39-45.mp4,71.38,Night
3600_Norman_Niles_#1,3600,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-40-45.mp4,71.02,Night
3601_Norman_Niles_#1,3601,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-41-45.mp4,71.06,Night
3602_Norman_Niles_#1,3602,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-42-45.mp4,71.06,Night
3603_Norman_Niles_#1,3603,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-43-45.mp4,71.13,Night
3604_Norman_Niles_#1,3604,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-44-45.mp4,71.21,Night
3605_Norman_Niles_#1,3605,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-45-45.mp4,71.09,Night
3606_Norman_Niles_#1,3606,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-46-45.mp4,71.08,Night
3607_Norman_Niles_#1,3607,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-47-45.mp4,71.97,Night
3608_Norman_Niles_#1,3608,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-48-45.mp4,71.0,Night
3609_Norman_Niles_#1,3609,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-49-45.mp4,70.76,Night
3610_Norman_Niles_#1,3610,Norman Niles #1,normanniles1/normanniles1_2025-10-25-06-50-45.mp4,71.17,Night
3932_Norman_Niles_#1,3932,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-17-45.mp4,141.73,Day
3933_Norman_Niles_#1,3933,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-18-45.mp4,143.08,Day
3934_Norman_Niles_#1,3934,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-19-45.mp4,143.45,Day
3935_Norman_Niles_#1,3935,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-20-45.mp4,142.76,Day
3936_Norman_Niles_#1,3936,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-21-45.mp4,144.2,Day
3937_Norman_Niles_#1,3937,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-22-45.mp4,143.46,Day
3938_Norman_Niles_#1,3938,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-23-45.mp4,142.84,Day
3939_Norman_Niles_#1,3939,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-24-45.mp4,144.35,Day
3940_Norman_Niles_#1,3940,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-25-45.mp4,142.8,Day
3941_Norman_Niles_#1,3941,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-26-45.mp4,143.4,Day
3942_Norman_Niles_#1,3942,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-27-45.mp4,143.37,Day
3943_Norman_Niles_#1,3943,Norman Niles #1,normanniles1/normanniles1_2025-10-25-12-28-45.mp4,141.26,Day
